id,room,temperature,created_at
40650,C,25.99,2025-05-22 03:15:00
40651,A,22.56,2025-05-22 03:30:00
40652,B,24.22,2025-05-22 03:30:00
40653,C,23.03,2025-05-22 03:30:00
40654,A,25.68,2025-05-22 03:45:00
40655,B,21.61,2025-05-22 03:45:00
40656,C,25.84,2025-05-22 03:45:00
40657,A,24.0,2025-05-22 04:00:00
40658,B,24.19,2025-05-22 04:00:00
40659,C,25.06,2025-05-22 04:00:00
40660,A,25.96,2025-05-22 04:15:00
40661,B,23.26,2025-05-22 04:15:00
40662,C,25.41,2025-05-22 04:15:00
40663,A,23.05,2025-05-22 04:30:00
40664,B,21.15,2025-05-22 04:30:00
40665,C,25.28,2025-05-22 04:30:00
40666,A,25.24,2025-05-22 04:45:00
40667,B,26.1,2025-05-22 04:45:00
40668,C,24.9,2025-05-22 04:45:00
40669,A,25.2,2025-05-22 05:00:00
40670,B,22.12,2025-05-22 05:00:00
40671,C,24.05,2025-05-22 05:00:00
40672,A,24.57,2025-05-22 05:15:00
40673,B,20.21,2025-05-22 05:15:00
40674,C,25.1,2025-05-22 05:15:00
40675,A,23.25,2025-05-22 05:30:00
40676,B,22.54,2025-05-22 05:30:00
40677,C,25.24,2025-05-22 05:30:00
40678,A,25.0,2025-05-22 05:45:00
40679,B,24.57,2025-05-22 05:45:00
40680,C,25.43,2025-05-22 05:45:00
40681,A,22.03,2025-05-22 06:00:00
40682,B,23.97,2025-05-22 06:00:00
40683,C,24.69,2025-05-22 06:00:00
40684,A,24.82,2025-05-22 06:15:00
40685,B,22.84,2025-05-22 06:15:00
40686,C,24.99,2025-05-22 06:15:00
40687,A,25.35,2025-05-22 06:30:00
40688,B,25.79,2025-05-22 06:30:00
40689,C,25.3,2025-05-22 06:30:00
40690,A,24.87,2025-05-22 06:45:00
40691,B,25.28,2025-05-22 06:45:00
40692,C,26.26,2025-05-22 06:45:00
40693,A,25.22,2025-05-22 07:00:00
40694,B,24.3,2025-05-22 07:00:00
40695,C,25.7,2025-05-22 07:00:00
40696,A,24.82,2025-05-22 07:15:00
40697,B,20.63,2025-05-22 07:15:00
40698,C,26.57,2025-05-22 07:15:00
40699,A,25.43,2025-05-22 07:30:00
40700,B,22.29,2025-05-22 07:30:00
40701,C,25.75,2025-05-22 07:30:00
40702,A,22.81,2025-05-22 07:45:00
40703,B,23.0,2025-05-22 07:45:00
40704,C,25.09,2025-05-22 07:45:00
40705,A,25.97,2025-05-22 08:00:00
40706,B,23.96,2025-05-22 08:00:00
40707,C,24.38,2025-05-22 08:00:00
40708,A,25.4,2025-05-22 08:15:00
40709,B,24.92,2025-05-22 08:15:00
40710,C,24.7,2025-05-22 08:15:00
40711,A,23.23,2025-05-22 08:30:00
40712,B,25.06,2025-05-22 08:30:00
40713,C,25.68,2025-05-22 08:30:00
40714,A,23.91,2025-05-22 08:45:00
40715,B,20.07,2025-05-22 08:45:00
40716,C,24.72,2025-05-22 08:45:00
40717,A,24.35,2025-05-22 09:00:00
40718,B,23.44,2025-05-22 09:00:00
40719,C,24.77,2025-05-22 09:00:00
40720,A,24.22,2025-05-22 09:15:00
40721,B,21.23,2025-05-22 09:15:00
40722,C,25.54,2025-05-22 09:15:00
40723,A,25.25,2025-05-22 09:30:00
40724,B,22.36,2025-05-22 09:30:00
40725,C,25.33,2025-05-22 09:30:00
40726,A,22.53,2025-05-22 09:45:00
40727,B,22.73,2025-05-22 09:45:00
40728,C,23.8,2025-05-22 09:45:00
40729,A,24.84,2025-05-22 10:00:00
40730,B,21.9,2025-05-22 10:00:00
40731,C,23.28,2025-05-22 10:00:00
40732,A,25.04,2025-05-22 10:15:00
40733,B,22.28,2025-05-22 10:15:00
40734,C,24.16,2025-05-22 10:15:00
40735,A,23.34,2025-05-22 10:30:00
40736,B,23.12,2025-05-22 10:30:00
40737,C,23.17,2025-05-22 10:30:00
40738,A,20.4,2025-05-22 10:45:00
40739,B,20.77,2025-05-22 10:45:00
40740,C,24.17,2025-05-22 10:45:00
40741,A,23.74,2025-05-22 11:00:00
40742,B,22.43,2025-05-22 11:00:00
40743,C,22.64,2025-05-22 11:00:00
40744,A,25.54,2025-05-22 11:15:00
40745,B,21.22,2025-05-22 11:15:00
40746,C,23.68,2025-05-22 11:15:00
40747,A,23.64,2025-05-22 11:30:00
40748,B,20.39,2025-05-22 11:30:00
40749,C,22.85,2025-05-22 11:30:00
40750,A,24.47,2025-05-22 11:45:00
40751,B,22.93,2025-05-22 11:45:00
40752,C,23.7,2025-05-22 11:45:00
40753,A,23.65,2025-05-22 12:00:00
40754,B,23.04,2025-05-22 12:00:00
40755,C,24.57,2025-05-22 12:00:00
40756,A,22.2,2025-05-22 12:15:00
40757,B,21.33,2025-05-22 12:15:00
40758,C,24.7,2025-05-22 12:15:00
40759,A,22.58,2025-05-22 12:30:00
40760,B,20.5,2025-05-22 12:30:00
40761,C,23.93,2025-05-22 12:30:00
40762,A,23.1,2025-05-22 12:45:00
40763,B,23.53,2025-05-22 12:45:00
40764,C,24.86,2025-05-22 12:45:00
40765,A,22.91,2025-05-22 13:00:00
40766,B,22.98,2025-05-22 13:00:00
40767,C,24.36,2025-05-22 13:00:00
40768,A,22.21,2025-05-22 13:15:00
40769,B,19.29,2025-05-22 13:15:00
40770,C,23.54,2025-05-22 13:15:00
40771,A,23.06,2025-05-22 13:30:00
40772,B,21.17,2025-05-22 13:30:00
40773,C,24.2,2025-05-22 13:30:00
40774,A,24.31,2025-05-22 13:45:00
40775,B,21.22,2025-05-22 13:45:00
40776,C,23.19,2025-05-22 13:45:00
40777,A,23.15,2025-05-22 14:00:00
40778,B,21.04,2025-05-22 14:00:00
40779,C,25.33,2025-05-22 14:00:00
40780,A,21.47,2025-05-22 14:15:00
40781,B,22.6,2025-05-22 14:15:00
40782,C,22.28,2025-05-22 14:15:00
40783,A,23.53,2025-05-22 14:30:00
40784,B,20.27,2025-05-22 14:30:00
40785,C,24.29,2025-05-22 14:30:00
40786,A,23.33,2025-05-22 14:45:00
40787,B,21.21,2025-05-22 14:45:00
40788,C,22.82,2025-05-22 14:45:00
40789,A,21.16,2025-05-22 15:00:00
40790,B,20.38,2025-05-22 15:00:00
40791,C,22.73,2025-05-22 15:00:00
40792,A,20.81,2025-05-22 15:15:00
40793,B,22.31,2025-05-22 15:15:00
40794,C,23.46,2025-05-22 15:15:00
40795,A,23.38,2025-05-22 15:30:00
40796,B,21.32,2025-05-22 15:30:00
40797,C,22.27,2025-05-22 15:30:00
40798,A,23.15,2025-05-22 15:45:00
40799,B,19.3,2025-05-22 15:45:00
40800,C,22.75,2025-05-22 15:45:00
40801,A,22.31,2025-05-22 16:00:00
40802,B,21.26,2025-05-22 16:00:00
40803,C,23.33,2025-05-22 16:00:00
40804,A,24.13,2025-05-22 16:15:00
40805,B,21.05,2025-05-22 16:15:00
40806,C,22.52,2025-05-22 16:15:00
40807,A,22.42,2025-05-22 16:30:00
40808,B,20.22,2025-05-22 16:30:00
40809,C,24.3,2025-05-22 16:30:00
40810,A,23.42,2025-05-22 16:45:00
40811,B,23.34,2025-05-22 16:45:00
40812,C,23.12,2025-05-22 16:45:00
40813,A,20.68,2025-05-22 17:00:00
40814,B,21.53,2025-05-22 17:00:00
40815,C,24.4,2025-05-22 17:00:00
40816,A,23.35,2025-05-22 17:15:00
40817,B,21.56,2025-05-22 17:15:00
40818,C,21.96,2025-05-22 17:15:00
40819,A,21.93,2025-05-22 17:30:00
40820,B,18.73,2025-05-22 17:30:00
40821,C,22.8,2025-05-22 17:30:00
40822,A,21.55,2025-05-22 17:45:00
40823,B,22.56,2025-05-22 17:45:00
40824,C,23.02,2025-05-22 17:45:00
40825,A,20.94,2025-05-22 18:00:00
40826,B,19.82,2025-05-22 18:00:00
40827,C,22.84,2025-05-22 18:00:00
40828,A,21.73,2025-05-22 18:15:00
40829,B,22.93,2025-05-22 18:15:00
40830,C,24.02,2025-05-22 18:15:00
40831,A,26.52,2025-05-22 18:30:00
40832,B,17.32,2025-05-22 18:30:00
40833,C,23.28,2025-05-22 18:30:00
40834,A,22.97,2025-05-22 18:45:00
40835,B,20.42,2025-05-22 18:45:00
40836,C,23.93,2025-05-22 18:45:00
40837,A,21.5,2025-05-22 19:00:00
40838,B,23.38,2025-05-22 19:00:00
40839,C,22.31,2025-05-22 19:00:00
40840,A,21.73,2025-05-22 19:15:00
40841,B,20.45,2025-05-22 19:15:00
40842,C,23.11,2025-05-22 19:15:00
40843,A,20.8,2025-05-22 19:30:00
40844,B,23.15,2025-05-22 19:30:00
40845,C,21.49,2025-05-22 19:30:00
40846,A,24.87,2025-05-22 19:45:00
40847,B,21.81,2025-05-22 19:45:00
40848,C,24.26,2025-05-22 19:45:00
40849,A,19.96,2025-05-22 20:00:00
40850,B,20.74,2025-05-22 20:00:00
40851,C,24.94,2025-05-22 20:00:00
40852,A,23.06,2025-05-22 20:15:00
40853,B,18.56,2025-05-22 20:15:00
40854,C,23.53,2025-05-22 20:15:00
40855,A,21.59,2025-05-22 20:30:00
40856,B,20.12,2025-05-22 20:30:00
40857,C,23.33,2025-05-22 20:30:00
40858,A,22.93,2025-05-22 20:45:00
40859,B,18.09,2025-05-22 20:45:00
40860,C,22.41,2025-05-22 20:45:00
40861,A,20.72,2025-05-22 21:00:00
40862,B,21.88,2025-05-22 21:00:00
40863,C,22.88,2025-05-22 21:00:00
40864,A,21.48,2025-05-22 21:15:00
40865,B,19.67,2025-05-22 21:15:00
40866,C,22.56,2025-05-22 21:15:00
40867,A,21.87,2025-05-22 21:30:00
40868,B,20.31,2025-05-22 21:30:00
40869,C,24.58,2025-05-22 21:30:00
40870,A,24.69,2025-05-22 21:45:00
40871,B,23.76,2025-05-22 21:45:00
40872,C,24.52,2025-05-22 21:45:00
40873,A,23.03,2025-05-22 22:00:00
40874,B,21.28,2025-05-22 22:00:00
40875,C,22.21,2025-05-22 22:00:00
40876,A,23.63,2025-05-22 22:15:00
40877,B,19.99,2025-05-22 22:15:00
40878,C,23.45,2025-05-22 22:15:00
40879,A,23.89,2025-05-22 22:30:00
40880,B,20.08,2025-05-22 22:30:00
40881,C,23.26,2025-05-22 22:30:00
40882,A,26.71,2025-05-22 22:45:00
40883,B,20.53,2025-05-22 22:45:00
40884,C,23.56,2025-05-22 22:45:00
40885,A,23.46,2025-05-22 23:00:00
40886,B,22.96,2025-05-22 23:00:00
40887,C,23.11,2025-05-22 23:00:00
40888,A,22.69,2025-05-22 23:15:00
40889,B,25.54,2025-05-22 23:15:00
40890,C,23.66,2025-05-22 23:15:00
40891,A,24.55,2025-05-22 23:30:00
40892,B,22.94,2025-05-22 23:30:00
40893,C,23.61,2025-05-22 23:30:00
40894,A,24.31,2025-05-22 23:45:00
40895,B,19.37,2025-05-22 23:45:00
40896,C,23.83,2025-05-22 23:45:00
40897,A,23.63,2025-05-23 00:00:00
40898,B,19.65,2025-05-23 00:00:00
40899,C,24.97,2025-05-23 00:00:00
40900,A,23.75,2025-05-23 00:15:00
40901,B,24.29,2025-05-23 00:15:00
40902,C,24.78,2025-05-23 00:15:00
40903,A,23.77,2025-05-23 00:30:00
40904,B,22.23,2025-05-23 00:30:00
40905,C,22.49,2025-05-23 00:30:00
40906,A,23.21,2025-05-23 00:45:00
40907,B,20.89,2025-05-23 00:45:00
40908,C,24.59,2025-05-23 00:45:00
40909,A,24.32,2025-05-23 01:00:00
40910,B,25.83,2025-05-23 01:00:00
40911,C,26.29,2025-05-23 01:00:00
40912,A,24.7,2025-05-23 01:15:00
40913,B,22.56,2025-05-23 01:15:00
40914,C,24.36,2025-05-23 01:15:00
40915,A,23.21,2025-05-23 01:30:00
40916,B,22.2,2025-05-23 01:30:00
40917,C,24.43,2025-05-23 01:30:00
40918,A,24.2,2025-05-23 01:45:00
40919,B,22.61,2025-05-23 01:45:00
40920,C,25.4,2025-05-23 01:45:00
40921,A,22.37,2025-05-23 02:00:00
40922,B,22.0,2025-05-23 02:00:00
40923,C,25.39,2025-05-23 02:00:00
40924,A,23.74,2025-05-23 02:15:00
40925,B,22.31,2025-05-23 02:15:00
40926,C,24.73,2025-05-23 02:15:00
40927,A,25.15,2025-05-23 02:30:00
40928,B,20.15,2025-05-23 02:30:00
40929,C,24.43,2025-05-23 02:30:00
40930,A,24.25,2025-05-23 02:45:00
40931,B,22.33,2025-05-23 02:45:00
40932,C,23.27,2025-05-23 02:45:00
40933,A,22.79,2025-05-23 03:00:00
40934,B,24.14,2025-05-23 03:00:00
40935,C,24.04,2025-05-23 03:00:00
40936,A,24.74,2025-05-23 03:15:00
40937,B,24.34,2025-05-23 03:15:00
40938,C,25.45,2025-05-23 03:15:00
40939,A,24.61,2025-05-23 03:30:00
40940,B,23.12,2025-05-23 03:30:00
40941,C,25.16,2025-05-23 03:30:00
40942,A,25.51,2025-05-23 03:45:00
40943,B,24.72,2025-05-23 03:45:00
40944,C,25.72,2025-05-23 03:45:00
40945,A,24.1,2025-05-23 04:00:00
40946,B,22.31,2025-05-23 04:00:00
40947,C,25.56,2025-05-23 04:00:00
40948,A,24.61,2025-05-23 04:15:00
40949,B,22.48,2025-05-23 04:15:00
40950,C,24.76,2025-05-23 04:15:00
40951,A,23.87,2025-05-23 04:30:00
40952,B,24.5,2025-05-23 04:30:00
40953,C,24.56,2025-05-23 04:30:00
40954,A,24.75,2025-05-23 04:45:00
40955,B,20.75,2025-05-23 04:45:00
40956,C,23.9,2025-05-23 04:45:00
40957,A,24.96,2025-05-23 05:00:00
40958,B,19.32,2025-05-23 05:00:00
40959,C,24.61,2025-05-23 05:00:00
40960,A,23.7,2025-05-23 05:15:00
40961,B,22.39,2025-05-23 05:15:00
40962,C,23.61,2025-05-23 05:15:00
40963,A,22.07,2025-05-23 05:30:00
40964,B,23.36,2025-05-23 05:30:00
40965,C,25.76,2025-05-23 05:30:00
40966,A,23.23,2025-05-23 05:45:00
40967,B,25.51,2025-05-23 05:45:00
40968,C,24.84,2025-05-23 05:45:00
40969,A,26.35,2025-05-23 06:00:00
40970,B,20.12,2025-05-23 06:00:00
40971,C,23.84,2025-05-23 06:00:00
40972,A,23.86,2025-05-23 06:15:00
40973,B,22.62,2025-05-23 06:15:00
40974,C,24.51,2025-05-23 06:15:00
40975,A,25.62,2025-05-23 06:30:00
40976,B,23.19,2025-05-23 06:30:00
40977,C,26.45,2025-05-23 06:30:00
40978,A,24.58,2025-05-23 06:45:00
40979,B,21.32,2025-05-23 06:45:00
40980,C,26.41,2025-05-23 06:45:00
40981,A,24.92,2025-05-23 07:00:00
40982,B,20.65,2025-05-23 07:00:00
40983,C,26.21,2025-05-23 07:00:00
40984,A,24.76,2025-05-23 07:15:00
40985,B,23.79,2025-05-23 07:15:00
40986,C,24.48,2025-05-23 07:15:00
40987,A,23.16,2025-05-23 07:30:00
40988,B,19.3,2025-05-23 07:30:00
40989,C,24.25,2025-05-23 07:30:00
40990,A,26.29,2025-05-23 07:45:00
40991,B,21.1,2025-05-23 07:45:00
40992,C,24.54,2025-05-23 07:45:00
40993,A,21.37,2025-05-23 08:00:00
40994,B,22.3,2025-05-23 08:00:00
40995,C,23.49,2025-05-23 08:00:00
40996,A,20.89,2025-05-23 08:15:00
40997,B,21.96,2025-05-23 08:15:00
40998,C,23.26,2025-05-23 08:15:00
40999,A,26.74,2025-05-23 08:30:00
41000,B,20.19,2025-05-23 08:30:00
41001,C,24.23,2025-05-23 08:30:00
41002,A,26.0,2025-05-23 08:45:00
41003,B,20.52,2025-05-23 08:45:00
41004,C,25.19,2025-05-23 08:45:00
41005,A,23.83,2025-05-23 09:00:00
41006,B,19.87,2025-05-23 09:00:00
41007,C,24.86,2025-05-23 09:00:00
41008,A,23.39,2025-05-23 09:15:00
41009,B,21.12,2025-05-23 09:15:00
41010,C,24.49,2025-05-23 09:15:00
41011,A,24.38,2025-05-23 09:30:00
41012,B,24.26,2025-05-23 09:30:00
41013,C,25.24,2025-05-23 09:30:00
41014,A,24.66,2025-05-23 09:45:00
41015,B,21.79,2025-05-23 09:45:00
41016,C,24.3,2025-05-23 09:45:00
41017,A,23.5,2025-05-23 10:00:00
41018,B,24.48,2025-05-23 10:00:00
41019,C,25.8,2025-05-23 10:00:00
41020,A,26.36,2025-05-23 10:15:00
41021,B,23.33,2025-05-23 10:15:00
41022,C,24.34,2025-05-23 10:15:00
41023,A,25.99,2025-05-23 10:30:00
41024,B,22.92,2025-05-23 10:30:00
41025,C,24.15,2025-05-23 10:30:00
41026,A,24.75,2025-05-23 10:45:00
41027,B,21.41,2025-05-23 10:45:00
41028,C,25.67,2025-05-23 10:45:00
41029,A,24.52,2025-05-23 11:00:00
41030,B,20.95,2025-05-23 11:00:00
41031,C,24.98,2025-05-23 11:00:00
41032,A,23.65,2025-05-23 11:15:00
41033,B,22.71,2025-05-23 11:15:00
41034,C,23.1,2025-05-23 11:15:00
41035,A,22.24,2025-05-23 11:30:00
41036,B,22.62,2025-05-23 11:30:00
41037,C,23.04,2025-05-23 11:30:00
41038,A,23.89,2025-05-23 11:45:00
41039,B,22.04,2025-05-23 11:45:00
41040,C,24.55,2025-05-23 11:45:00
41041,A,23.98,2025-05-23 12:00:00
41042,B,23.82,2025-05-23 12:00:00
41043,C,24.68,2025-05-23 12:00:00
41044,A,23.46,2025-05-23 12:15:00
41045,B,22.5,2025-05-23 12:15:00
41046,C,23.86,2025-05-23 12:15:00
41047,A,21.7,2025-05-23 12:30:00
41048,B,21.21,2025-05-23 12:30:00
41049,C,22.92,2025-05-23 12:30:00
41050,A,23.87,2025-05-23 12:45:00
41051,B,20.42,2025-05-23 12:45:00
41052,C,23.54,2025-05-23 12:45:00
41053,A,23.9,2025-05-23 13:00:00
41054,B,21.15,2025-05-23 13:00:00
41055,C,24.13,2025-05-23 13:00:00
41056,A,23.63,2025-05-23 13:15:00
41057,B,23.82,2025-05-23 13:15:00
41058,C,23.84,2025-05-23 13:15:00
41059,A,21.59,2025-05-23 13:30:00
41060,B,23.35,2025-05-23 13:30:00
41061,C,24.39,2025-05-23 13:30:00
41062,A,23.35,2025-05-23 13:45:00
41063,B,21.76,2025-05-23 13:45:00
41064,C,23.33,2025-05-23 13:45:00
41065,A,23.49,2025-05-23 14:00:00
41066,B,21.99,2025-05-23 14:00:00
41067,C,23.82,2025-05-23 14:00:00
41068,A,22.45,2025-05-23 14:15:00
41069,B,22.75,2025-05-23 14:15:00
41070,C,22.0,2025-05-23 14:15:00
41071,A,22.02,2025-05-23 14:30:00
41072,B,19.28,2025-05-23 14:30:00
41073,C,23.09,2025-05-23 14:30:00
41074,A,22.09,2025-05-23 14:45:00
41075,B,20.89,2025-05-23 14:45:00
41076,C,24.61,2025-05-23 14:45:00
41077,A,20.63,2025-05-23 15:00:00
41078,B,21.15,2025-05-23 15:00:00
41079,C,22.22,2025-05-23 15:00:00
41080,A,22.43,2025-05-23 15:15:00
41081,B,21.05,2025-05-23 15:15:00
41082,C,23.48,2025-05-23 15:15:00
41083,A,23.27,2025-05-23 15:30:00
41084,B,21.66,2025-05-23 15:30:00
41085,C,23.52,2025-05-23 15:30:00
41086,A,22.8,2025-05-23 15:45:00
41087,B,20.38,2025-05-23 15:45:00
41088,C,24.3,2025-05-23 15:45:00
41089,A,24.55,2025-05-23 16:00:00
41090,B,22.08,2025-05-23 16:00:00
41091,C,22.56,2025-05-23 16:00:00
41092,A,21.42,2025-05-23 16:15:00
41093,B,20.73,2025-05-23 16:15:00
41094,C,21.28,2025-05-23 16:15:00
41095,A,24.25,2025-05-23 16:30:00
41096,B,22.45,2025-05-23 16:30:00
41097,C,22.29,2025-05-23 16:30:00
41098,A,25.8,2025-05-23 16:45:00
41099,B,19.93,2025-05-23 16:45:00
41100,C,21.78,2025-05-23 16:45:00
41101,A,22.01,2025-05-23 17:00:00
41102,B,20.84,2025-05-23 17:00:00
41103,C,22.86,2025-05-23 17:00:00
41104,A,23.38,2025-05-23 17:15:00
41105,B,16.74,2025-05-23 17:15:00
41106,C,23.65,2025-05-23 17:15:00
41107,A,21.34,2025-05-23 17:30:00
41108,B,21.36,2025-05-23 17:30:00
41109,C,23.65,2025-05-23 17:30:00
41110,A,23.1,2025-05-23 17:45:00
41111,B,18.03,2025-05-23 17:45:00
41112,C,22.8,2025-05-23 17:45:00
41113,A,21.34,2025-05-23 18:00:00
41114,B,23.11,2025-05-23 18:00:00
41115,C,23.57,2025-05-23 18:00:00
41116,A,24.73,2025-05-23 18:15:00
41117,B,21.77,2025-05-23 18:15:00
41118,C,23.62,2025-05-23 18:15:00
41119,A,23.21,2025-05-23 18:30:00
41120,B,23.99,2025-05-23 18:30:00
41121,C,23.73,2025-05-23 18:30:00
41122,A,23.12,2025-05-23 18:45:00
41123,B,21.26,2025-05-23 18:45:00
41124,C,22.7,2025-05-23 18:45:00
41125,A,20.91,2025-05-23 19:00:00
41126,B,21.69,2025-05-23 19:00:00
41127,C,24.13,2025-05-23 19:00:00
41128,A,22.63,2025-05-23 19:15:00
41129,B,18.88,2025-05-23 19:15:00
41130,C,22.77,2025-05-23 19:15:00
41131,A,23.29,2025-05-23 19:30:00
41132,B,19.84,2025-05-23 19:30:00
41133,C,22.01,2025-05-23 19:30:00
41134,A,23.59,2025-05-23 19:45:00
41135,B,18.77,2025-05-23 19:45:00
41136,C,23.22,2025-05-23 19:45:00
41137,A,19.77,2025-05-23 20:00:00
41138,B,21.21,2025-05-23 20:00:00
41139,C,23.8,2025-05-23 20:00:00
41140,A,20.98,2025-05-23 20:15:00
41141,B,21.96,2025-05-23 20:15:00
41142,C,22.99,2025-05-23 20:15:00
41143,A,22.13,2025-05-23 20:30:00
41144,B,21.4,2025-05-23 20:30:00
41145,C,23.47,2025-05-23 20:30:00
41146,A,21.95,2025-05-23 20:45:00
41147,B,22.38,2025-05-23 20:45:00
41148,C,24.04,2025-05-23 20:45:00
41149,A,22.21,2025-05-23 21:00:00
41150,B,21.43,2025-05-23 21:00:00
41151,C,23.59,2025-05-23 21:00:00
41152,A,22.78,2025-05-23 21:15:00
41153,B,21.1,2025-05-23 21:15:00
41154,C,22.78,2025-05-23 21:15:00
41155,A,22.91,2025-05-23 21:30:00
41156,B,22.24,2025-05-23 21:30:00
41157,C,22.41,2025-05-23 21:30:00
41158,A,22.45,2025-05-23 21:45:00
41159,B,21.87,2025-05-23 21:45:00
41160,C,24.75,2025-05-23 21:45:00
41161,A,21.69,2025-05-23 22:00:00
41162,B,23.07,2025-05-23 22:00:00
41163,C,23.71,2025-05-23 22:00:00
41164,A,23.38,2025-05-23 22:15:00
41165,B,20.16,2025-05-23 22:15:00
41166,C,23.56,2025-05-23 22:15:00
41167,A,23.51,2025-05-23 22:30:00
41168,B,22.72,2025-05-23 22:30:00
41169,C,23.95,2025-05-23 22:30:00
41170,A,24.38,2025-05-23 22:45:00
41171,B,21.39,2025-05-23 22:45:00
41172,C,21.57,2025-05-23 22:45:00
41173,A,22.73,2025-05-23 23:00:00
41174,B,24.39,2025-05-23 23:00:00
41175,C,23.31,2025-05-23 23:00:00
41176,A,23.75,2025-05-23 23:15:00
41177,B,22.1,2025-05-23 23:15:00
41178,C,25.35,2025-05-23 23:15:00
41179,A,22.14,2025-05-23 23:30:00
41180,B,21.22,2025-05-23 23:30:00
41181,C,23.21,2025-05-23 23:30:00
41182,A,22.58,2025-05-23 23:45:00
41183,B,21.44,2025-05-23 23:45:00
41184,C,23.23,2025-05-23 23:45:00
41185,A,21.96,2025-05-24 00:00:00
41186,B,19.23,2025-05-24 00:00:00
41187,C,23.93,2025-05-24 00:00:00
41188,A,21.32,2025-05-24 00:15:00
41189,B,21.54,2025-05-24 00:15:00
41190,C,24.9,2025-05-24 00:15:00
41191,A,25.21,2025-05-24 00:30:00
41192,B,22.77,2025-05-24 00:30:00
41193,C,23.77,2025-05-24 00:30:00
41194,A,23.15,2025-05-24 00:45:00
41195,B,22.49,2025-05-24 00:45:00
41196,C,24.69,2025-05-24 00:45:00
41197,A,22.83,2025-05-24 01:00:00
41198,B,18.9,2025-05-24 01:00:00
41199,C,25.43,2025-05-24 01:00:00
41200,A,23.22,2025-05-24 01:15:00
41201,B,23.36,2025-05-24 01:15:00
41202,C,24.38,2025-05-24 01:15:00
41203,A,24.84,2025-05-24 01:30:00
41204,B,21.63,2025-05-24 01:30:00
41205,C,23.31,2025-05-24 01:30:00
41206,A,24.04,2025-05-24 01:45:00
41207,B,22.68,2025-05-24 01:45:00
41208,C,24.27,2025-05-24 01:45:00
41209,A,23.59,2025-05-24 02:00:00
41210,B,22.73,2025-05-24 02:00:00
41211,C,26.04,2025-05-24 02:00:00
41212,A,25.28,2025-05-24 02:15:00
41213,B,19.65,2025-05-24 02:15:00
41214,C,25.95,2025-05-24 02:15:00
41215,A,23.0,2025-05-24 02:30:00
41216,B,22.1,2025-05-24 02:30:00
41217,C,24.01,2025-05-24 02:30:00
41218,A,24.46,2025-05-24 02:45:00
41219,B,23.3,2025-05-24 02:45:00
41220,C,25.19,2025-05-24 02:45:00
41221,A,23.49,2025-05-24 03:00:00
41222,B,22.42,2025-05-24 03:00:00
41223,C,25.0,2025-05-24 03:00:00
41224,A,21.35,2025-05-24 03:15:00
41225,B,22.51,2025-05-24 03:15:00
41226,C,24.46,2025-05-24 03:15:00
41227,A,21.46,2025-05-24 03:30:00
41228,B,24.32,2025-05-24 03:30:00
41229,C,25.36,2025-05-24 03:30:00
41230,A,21.84,2025-05-24 03:45:00
41231,B,22.5,2025-05-24 03:45:00
41232,C,25.37,2025-05-24 03:45:00
41233,A,24.4,2025-05-24 04:00:00
41234,B,21.93,2025-05-24 04:00:00
41235,C,25.12,2025-05-24 04:00:00
41236,A,24.32,2025-05-24 04:15:00
41237,B,23.07,2025-05-24 04:15:00
41238,C,24.68,2025-05-24 04:15:00
41239,A,22.23,2025-05-24 04:30:00
41240,B,20.84,2025-05-24 04:30:00
41241,C,26.06,2025-05-24 04:30:00
41242,A,26.37,2025-05-24 04:45:00
41243,B,23.08,2025-05-24 04:45:00
41244,C,26.14,2025-05-24 04:45:00
41245,A,25.54,2025-05-24 05:00:00
41246,B,22.17,2025-05-24 05:00:00
41247,C,26.14,2025-05-24 05:00:00
41248,A,22.25,2025-05-24 05:15:00
41249,B,22.2,2025-05-24 05:15:00
41250,C,24.56,2025-05-24 05:15:00
41251,A,24.51,2025-05-24 05:30:00
41252,B,22.62,2025-05-24 05:30:00
41253,C,25.32,2025-05-24 05:30:00
41254,A,25.63,2025-05-24 05:45:00
41255,B,24.83,2025-05-24 05:45:00
41256,C,25.33,2025-05-24 05:45:00
41257,A,23.85,2025-05-24 06:00:00
41258,B,25.47,2025-05-24 06:00:00
41259,C,25.39,2025-05-24 06:00:00
41260,A,25.45,2025-05-24 06:15:00
41261,B,25.11,2025-05-24 06:15:00
41262,C,25.37,2025-05-24 06:15:00
41263,A,24.3,2025-05-24 06:30:00
41264,B,25.02,2025-05-24 06:30:00
41265,C,24.83,2025-05-24 06:30:00
41266,A,24.18,2025-05-24 06:45:00
41267,B,26.05,2025-05-24 06:45:00
41268,C,25.39,2025-05-24 06:45:00
41269,A,29.09,2025-05-24 07:00:00
41270,B,22.25,2025-05-24 07:00:00
41271,C,25.47,2025-05-24 07:00:00
41272,A,23.74,2025-05-24 07:15:00
41273,B,23.8,2025-05-24 07:15:00
41274,C,24.7,2025-05-24 07:15:00
41275,A,23.88,2025-05-24 07:30:00
41276,B,24.0,2025-05-24 07:30:00
41277,C,24.48,2025-05-24 07:30:00
41278,A,25.72,2025-05-24 07:45:00
41279,B,23.22,2025-05-24 07:45:00
41280,C,24.43,2025-05-24 07:45:00
41281,A,24.06,2025-05-24 08:00:00
41282,B,21.0,2025-05-24 08:00:00
41283,C,25.47,2025-05-24 08:00:00
41284,A,24.8,2025-05-24 08:15:00
